time,channel_1
0.0,-47.0
0.005760036864235931,-99.0
0.011520073728471861,-103.0
0.01728011059270779,-58.0
0.023040147456943723,-21.0
0.028800184321179652,-4.0
0.03456022118541558,18.0
0.04032025804965152,-5.0
0.046080294913887446,-16.0
0.051840331778123375,-37.0
0.057600368642359304,-26.0
0.06336040550659523,-27.0
0.06912044237083116,-41.0
0.0748804792350671,-102.0
0.08064051609930303,-98.0
0.08640055296353896,-53.0
0.09216058982777489,11.0
0.09792062669201082,26.0
0.10368066355624675,-2.0
0.10944070042048268,-2.0
0.11520073728471861,21.0
0.12096077414895455,92.0
0.12672081101319047,93.0
0.1324808478774264,90.0
0.13824088474166232,79.0
0.14400092160589828,21.0
0.1497609584701342,44.0
0.15552099533437014,60.0
0.16128103219860607,-2.0
0.167041069062842,-26.0
0.17280110592707792,-12.0
0.17856114279131385,-16.0
0.18432117965554978,-58.0
0.1900812165197857,-72.0
0.19584125338402164,-83.0
0.20160129024825757,-84.0
0.2073613271124935,-21.0
0.21312136397672943,40.0
0.21888140084096536,42.0
0.22464143770520129,44.0
0.23040147456943721,48.0
0.23616151143367314,57.0
0.2419215482979091,41.0
0.24768158516214503,30.0
0.25344162202638093,-7.0
0.25920165889061686,11.0
0.2649616957548528,2.0
0.2707217326190887,15.0
0.27648176948332465,25.0
0.2822418063475606,58.0
0.28800184321179656,58.0
0.2937618800760325,141.0
0.2995219169402684,154.0
0.30528195380450435,102.0
0.3110419906687403,93.0
0.3168020275329762,87.0
0.32256206439721213,42.0
0.32832210126144806,22.0
0.334082138125684,17.0
0.3398421749899199,22.0
0.34560221185415585,32.0
0.3513622487183918,68.0
0.3571222855826277,81.0
0.36288232244686364,54.0
0.36864235931109957,13.0
0.3744023961753355,9.0
0.3801624330395714,-35.0
0.38592246990380735,-38.0
0.3916825067680433,-33.0
0.3974425436322792,-27.0
0.40320258049651514,18.0
0.40896261736075107,79.0
0.414722654224987,102.0
0.4204826910892229,72.0
0.42624272795345886,96.0
0.4320027648176948,131.0
0.4377628016819307,112.0
0.44352283854616664,69.0
0.44928287541040257,49.0
0.4550429122746385,42.0
0.46080294913887443,21.0
0.46656298600311036,50.0
0.4723230228673463,59.0
0.47808305973158227,90.0
0.4838430965958182,76.0
0.48960313346005413,100.0
0.49536317032429006,138.0
0.501123207188526,123.0
0.5068832440527619,118.0
0.5126432809169978,102.0
0.5184033177812337,57.0
0.5241633546454697,22.0
0.5299233915097056,3.0
0.5356834283739416,49.0
0.5414434652381774,3.0
0.5472035021024134,0.0
0.5529635389666493,64.0
0.5587235758308853,93.0
0.5644836126951212,98.0
0.5702436495593571,122.0
0.5760036864235931,85.0
0.581763723287829,41.0
0.587523760152065,91.0
0.5932837970163009,60.0
0.5990438338805368,21.0
0.6048038707447727,-31.0
0.6105639076090087,-32.0
0.6163239444732446,-17.0
0.6220839813374806,-33.0
0.6278440182017164,22.0
