time,channel_1
0.0,68.0
0.005760036864235931,-106.0
0.011520073728471861,-149.0
0.01728011059270779,-141.0
0.023040147456943723,-109.0
0.028800184321179652,-69.0
0.03456022118541558,-74.0
0.04032025804965152,-93.0
0.046080294913887446,-110.0
0.051840331778123375,-103.0
0.057600368642359304,-89.0
0.06336040550659523,-72.0
0.06912044237083116,-42.0
0.0748804792350671,-18.0
0.08064051609930303,5.0
0.08640055296353896,24.0
0.09216058982777489,50.0
0.09792062669201082,74.0
0.10368066355624675,93.0
0.10944070042048268,110.0
0.11520073728471861,118.0
0.12096077414895455,120.0
0.12672081101319047,118.0
0.1324808478774264,118.0
0.13824088474166232,114.0
0.14400092160589828,108.0
0.1497609584701342,100.0
0.15552099533437014,88.0
0.16128103219860607,71.0
0.167041069062842,57.0
0.17280110592707792,39.0
0.17856114279131385,20.0
0.18432117965554978,7.0
0.1900812165197857,10.0
0.19584125338402164,40.0
0.20160129024825757,95.0
0.2073613271124935,173.0
0.21312136397672943,240.0
0.21888140084096536,239.0
0.22464143770520129,164.0
0.23040147456943721,23.0
0.23616151143367314,-111.0
0.2419215482979091,-212.0
0.24768158516214503,-257.0
0.25344162202638093,-271.0
0.25920165889061686,-271.0
0.2649616957548528,-255.0
0.2707217326190887,-244.0
0.27648176948332465,-244.0
0.2822418063475606,-226.0
0.28800184321179656,-214.0
0.2937618800760325,-186.0
0.2995219169402684,-158.0
0.30528195380450435,-141.0
0.3110419906687403,-128.0
0.3168020275329762,-117.0
0.32256206439721213,-111.0
0.32832210126144806,-115.0
0.334082138125684,-122.0
0.3398421749899199,-135.0
0.34560221185415585,-151.0
0.3513622487183918,-163.0
0.3571222855826277,-181.0
0.36288232244686364,-201.0
0.36864235931109957,-231.0
0.3744023961753355,-252.0
0.3801624330395714,-274.0
0.38592246990380735,-288.0
0.3916825067680433,-297.0
0.3974425436322792,-296.0
0.40320258049651514,-291.0
0.40896261736075107,-286.0
0.414722654224987,-274.0
0.4204826910892229,-264.0
0.42624272795345886,-254.0
0.4320027648176948,-241.0
0.4377628016819307,-222.0
0.44352283854616664,-207.0
0.44928287541040257,-193.0
0.4550429122746385,-180.0
0.46080294913887443,-171.0
0.46656298600311036,-164.0
0.4723230228673463,-157.0
0.47808305973158227,-144.0
0.4838430965958182,-132.0
0.48960313346005413,-125.0
0.49536317032429006,-120.0
0.501123207188526,-95.0
0.5068832440527619,38.0
0.5126432809169978,298.0
0.5184033177812337,626.0
0.5241633546454697,837.0
0.5299233915097056,816.0
0.5356834283739416,603.0
0.5414434652381774,364.0
0.5472035021024134,158.0
0.5529635389666493,77.0
0.5587235758308853,60.0
0.5644836126951212,73.0
0.5702436495593571,103.0
0.5760036864235931,108.0
0.581763723287829,107.0
0.587523760152065,98.0
0.5932837970163009,87.0
0.5990438338805368,83.0
0.6048038707447727,87.0
0.6105639076090087,107.0
0.6163239444732446,131.0
0.6220839813374806,158.0
0.6278440182017164,179.0
0.6336040550659524,201.0
0.6393640919301883,215.0
0.6451241287944243,224.0
0.6508841656586601,230.0
0.6566442025228961,237.0
0.662404239387132,239.0
0.668164276251368,232.0
0.6739243131156039,224.0
0.6796843499798398,209.0
0.6854443868440757,191.0
0.6912044237083117,170.0
0.6969644605725476,150.0
0.7027244974367836,125.0
0.7084845343010194,98.0
0.7142445711652554,75.0
0.7200046080294913,53.0
0.7257646448937273,41.0
0.7315246817579631,53.0
0.7372847186221991,76.0
0.743044755486435,98.0
0.748804792350671,93.0
0.7545648292149069,61.0
0.7603248660791428,2.0
0.7660849029433788,-53.0
0.7718449398076147,-99.0
0.7776049766718507,-107.0
0.7833650135360866,-96.0
0.7891250504003225,-89.0
0.7948850872645584,-77.0
0.8006451241287944,-81.0
0.8064051609930303,-95.0
0.8121651978572663,-117.0
0.8179252347215021,-137.0
0.8236852715857381,-161.0
0.829445308449974,-177.0
0.83520534531421,-184.0
0.8409653821784459,-187.0
0.8467254190426818,-185.0
0.8524854559069177,-187.0
