time,channel_1
0.0,-224.0
0.005760036864235931,-334.0
0.011520073728471861,-411.0
0.01728011059270779,-436.0
0.023040147456943723,-449.0
0.028800184321179652,-387.0
0.03456022118541558,-257.0
0.04032025804965152,-41.0
0.046080294913887446,320.0
0.051840331778123375,656.0
0.057600368642359304,653.0
0.06336040550659523,6.0
0.06912044237083116,-747.0
0.0748804792350671,-1259.0
0.08064051609930303,-1051.0
0.08640055296353896,-490.0
0.09216058982777489,-71.0
0.09792062669201082,77.0
0.10368066355624675,151.0
0.10944070042048268,203.0
0.11520073728471861,300.0
0.12096077414895455,415.0
0.12672081101319047,486.0
0.1324808478774264,480.0
0.13824088474166232,405.0
0.14400092160589828,288.0
0.1497609584701342,168.0
0.15552099533437014,56.0
0.16128103219860607,-54.0
0.167041069062842,-158.0
0.17280110592707792,-227.0
0.17856114279131385,-280.0
0.18432117965554978,-268.0
0.1900812165197857,-254.0
0.19584125338402164,-210.0
0.20160129024825757,-185.0
0.2073613271124935,-167.0
0.21312136397672943,-149.0
0.21888140084096536,-136.0
0.22464143770520129,-126.0
0.23040147456943721,-104.0
0.23616151143367314,-43.0
0.2419215482979091,57.0
0.24768158516214503,185.0
0.25344162202638093,397.0
0.25920165889061686,622.0
0.2649616957548528,808.0
0.2707217326190887,902.0
0.27648176948332465,1002.0
0.2822418063475606,367.0
0.28800184321179656,-229.0
0.2937618800760325,-1037.0
0.2995219169402684,-1235.0
0.30528195380450435,-898.0
0.3110419906687403,-565.0
0.3168020275329762,-331.0
0.32256206439721213,-189.0
0.32832210126144806,-98.0
0.334082138125684,-22.0
0.3398421749899199,47.0
0.34560221185415585,105.0
0.3513622487183918,118.0
0.3571222855826277,112.0
0.36288232244686364,78.0
0.36864235931109957,44.0
0.3744023961753355,-4.0
0.3801624330395714,-43.0
0.38592246990380735,-66.0
0.3916825067680433,-13.0
0.3974425436322792,45.0
0.40320258049651514,114.0
0.40896261736075107,278.0
0.414722654224987,473.0
0.4204826910892229,391.0
0.42624272795345886,-215.0
0.4320027648176948,-740.0
0.4377628016819307,-1082.0
0.44352283854616664,-812.0
0.44928287541040257,-372.0
0.4550429122746385,-97.0
0.46080294913887443,-64.0
0.46656298600311036,-35.0
0.4723230228673463,-20.0
0.47808305973158227,36.0
0.4838430965958182,122.0
